1,1573,2,3,1,1,0
1,1574,4,3,1,1,0
1,1575,4,3,1,1,0
1,1576,2,3,1,1,0
1,1577,2,3,1,1,0
1,1578,2,3,1,1,0
1,1579,2,3,1,1,0
1,1580,4,3,1,1,0
1,1581,4,3,1,1,0
1,1582,4,3,1,1,0
1,1583,4,3,1,1,0
1,1584,2,3,1,1,0
1,1585,4,3,1,1,0
1,1586,2,3,1,1,0
1,1587,4,3,1,1,0
1,1588,4,3,1,1,0
1,1589,4,3,1,1,0
1,1590,4,3,1,1,0
2,1573,2,3,1,1,0
2,1574,4,3,1,1,0
2,1575,4,3,1,1,0
2,1591,2,3,1,1,0
2,1592,2,3,1,1,0
2,1593,2,3,1,1,0
2,1594,4,3,1,1,0
2,1595,4,3,1,1,0
2,1596,4,3,1,1,0
2,1597,4,3,1,1,0
2,1586,2,3,1,1,0
2,1598,2,3,1,1,0
2,1599,4,3,1,1,0
2,1600,2,3,1,1,0
2,1587,4,3,1,1,0
2,1588,4,3,1,1,0
2,1589,4,3,1,1,0
2,1601,4,3,1,1,0
2,1590,4,3,1,1,0
3,1602,2,1,1,1,1
3,1603,4,1,1,1,1
3,1604,2,1,1,3,1
3,1605,2,1,1,2,1
3,1606,4,1,1,3,1
3,1607,4,1,1,3,1
3,1608,4,1,1,3,1
3,1609,6,1,1,1,1
3,1610,6,1,1,1,1
3,1611,6,1,1,1,1
3,1612,2,1,1,1,1
3,1613,4,1,1,1,1
3,1614,2,1,1,1,1
3,1615,4,1,1,1,1
3,1616,6,1,1,1,1
3,1617,6,1,1,1,1
3,1618,6,1,1,1,1
3,1619,6,1,1,1,1
3,1620,2,1,1,1,1
3,1621,2,1,1,1,1
3,1622,4,1,1,1,1
3,1623,2,1,1,1,1
3,1624,4,1,1,1,1
3,1587,4,1,1,1,1
3,1625,2,1,1,1,1
3,1626,4,1,1,1,1
3,1627,2,1,1,1,1
3,1628,4,1,1,1,1
3,1629,6,1,1,2,1
3,1630,6,1,1,1,1
3,1631,6,1,1,1,1
3,1632,2,1,1,1,1
3,1633,4,1,1,1,1
3,1634,2,1,1,1,1
3,1635,4,1,1,1,1
4,1636,6,1,1,1,0
4,1637,6,1,1,1,0
4,1638,6,1,1,1,0
4,1639,6,1,1,1,0
4,1640,6,1,1,1,0
4,1641,6,1,1,1,0
4,1642,6,1,1,1,0
4,1643,6,1,1,2,0
5,1602,2,1,1,1,1
5,1603,4,1,1,1,1
5,1644,2,1,1,1,1
5,1645,4,1,1,1,1
5,1646,6,1,1,1,1
5,1647,6,1,1,1,1
5,1648,6,1,1,1,1
5,1612,2,1,1,1,1
5,1613,4,1,1,1,1
5,1620,2,1,1,1,1
5,1621,2,1,1,1,1
5,1622,4,1,1,1,1
5,1623,2,1,1,1,1
5,1624,4,1,1,1,1
5,1587,4,1,1,1,1
5,1625,2,1,1,1,1
5,1626,4,1,1,1,1
5,1649,2,1,1,1,1
5,1650,4,1,1,1,1
5,1651,6,1,1,1,1
5,1652,6,1,1,1,1
5,1632,2,1,1,1,1
5,1633,4,1,1,1,1
5,1653,2,1,1,1,1
5,1654,4,1,1,1,1
5,1655,6,1,1,1,1
5,1656,6,1,1,1,1
5,1657,6,1,1,1,1
5,1634,2,1,1,1,1
5,1635,4,1,1,1,1
6,1658,6,1,1,1,0
6,1659,6,1,1,1,0
6,1660,6,1,1,1,0
6,1661,6,1,1,1,0
6,1662,6,1,1,1,0
6,1663,6,1,1,1,0
6,1664,6,1,1,1,0
6,1665,6,1,1,1,0
6,1666,6,1,1,1,0
6,1667,6,1,1,2,0
7,1668,2,3,1,1,0
7,1669,4,3,1,1,0
7,1575,2,3,1,1,0
7,1584,2,3,1,1,0
7,1585,4,3,1,1,0
7,1670,2,3,1,1,0
7,1671,4,3,1,1,0
7,1586,2,3,1,1,0
7,1672,2,3,1,1,0
7,1673,4,3,1,1,0
7,1587,4,3,1,1,0
7,1588,4,3,1,1,0
7,1589,4,3,1,1,0
7,1674,2,3,1,1,0
7,1675,4,3,1,1,0
7,1590,4,3,1,1,0
8,1602,2,1,1,1,1
8,1603,4,1,1,1,1
8,1644,2,1,1,1,1
8,1645,4,1,1,1,1
8,1646,6,1,1,1,1
8,1647,6,1,1,1,1
8,1648,6,1,1,1,1
8,1612,2,1,1,1,1
8,1613,4,1,1,1,1
8,1620,2,1,1,1,1
8,1621,2,1,1,1,1
8,1622,4,1,1,1,1
8,1623,2,1,1,1,1
8,1624,4,1,1,1,1
8,1676,2,1,1,1,1
8,1677,4,1,1,1,1
8,1678,6,1,1,1,1
8,1679,6,1,1,1,1
8,1680,6,1,1,1,1
8,1587,4,1,1,1,1
8,1625,2,1,1,1,1
8,1626,4,1,1,1,1
8,1649,2,1,1,1,1
8,1650,4,1,1,1,1
8,1651,6,1,1,1,1
8,1652,6,1,1,1,1
8,1632,2,1,1,1,1
8,1633,4,1,1,1,1
8,1635,4,1,1,1,1
9,1602,2,1,1,1,1
9,1603,4,1,1,1,1
9,1612,2,1,1,1,1
9,1613,4,1,1,1,1
9,1614,2,1,1,1,1
9,1615,4,1,1,1,1
9,1616,6,1,1,1,1
9,1617,6,1,1,1,1
9,1618,6,1,1,1,1
9,1619,6,1,1,1,1
9,1620,2,1,1,1,1
9,1621,2,1,1,1,1
9,1622,4,1,1,1,1
9,1623,2,1,1,1,1
9,1624,4,1,1,1,1
9,1587,4,1,1,1,1
9,1681,6,1,1,1,1
9,1682,2,1,1,1,1
9,1683,4,1,1,2,1
9,1684,4,1,1,2,1
9,1685,6,1,1,3,1
9,1686,6,1,1,2,1
9,1687,6,1,1,2,1
9,1625,2,1,1,1,1
9,1626,4,1,1,1,1
9,1627,2,1,1,1,1
9,1628,4,1,1,1,1
9,1629,6,1,1,2,1
9,1630,6,1,1,1,1
9,1631,6,1,1,1,1
9,1632,2,1,1,1,1
9,1633,4,1,1,1,1
9,1634,2,1,1,1,1
9,1635,4,1,1,1,1
10,1668,2,3,1,1,0
10,1669,4,3,1,1,0
10,1575,4,3,1,1,0
10,1688,2,3,1,1,0
10,1689,4,3,1,1,0
10,1584,2,3,1,1,0
10,1585,4,3,1,1,0
10,1586,2,3,1,1,0
10,1587,4,3,1,1,0
10,1588,4,3,1,1,0
10,1589,4,3,1,1,0
10,1690,2,3,1,1,0
10,1691,2,3,1,2,0
10,1692,4,3,1,1,0
10,1674,2,3,1,1,0
10,1675,4,3,1,1,0
10,1590,4,3,1,1,0
11,1602,2,1,1,1,0
11,1612,2,1,1,1,0
11,1614,2,1,1,1,0
11,1620,2,1,1,1,0
11,1621,2,1,1,1,0
11,1623,2,1,1,1,0
11,1587,2,1,1,1,0
11,1625,2,1,1,1,0
11,1693,2,1,1,1,0
11,1694,2,1,1,3,0
11,1695,2,1,1,2,0
11,1696,2,1,1,2,0
11,1697,2,1,1,1,0
11,1632,2,1,1,1,0
11,1634,2,1,1,1,0
12,1602,2,1,1,1,1
12,1603,4,1,1,1,1
12,1612,2,1,1,1,1
12,1613,4,1,1,1,1
12,1614,2,1,1,1,1
12,1615,4,1,1,1,1
12,1616,6,1,1,1,1
12,1617,6,1,1,1,1
12,1618,6,1,1,1,1
12,1619,6,1,1,1,1
12,1620,2,1,1,1,1
12,1621,2,1,1,1,1
12,1622,4,1,1,1,1
12,1623,2,1,1,1,1
12,1624,4,1,1,1,1
12,1587,4,1,1,1,1
12,1681,6,1,1,1,1
12,1625,2,1,1,1,1
12,1626,4,1,1,1,1
12,1698,2,1,1,2,1
12,1699,2,1,1,3,1
12,1700,4,1,1,2,1
12,1701,4,1,1,3,1
12,1702,4,1,1,3,1
12,1703,4,1,1,3,1
12,1704,6,1,1,1,1
12,1705,6,1,1,1,1
12,1706,6,1,1,1,1
12,1707,6,1,1,2,1
12,1708,6,1,1,2,1
12,1709,6,1,1,2,1
12,1697,2,1,1,1,1
12,1710,4,1,1,1,1
12,1629,6,1,1,2,1
12,1630,6,1,1,1,1
12,1631,6,1,1,1,1
12,1632,2,1,1,1,1
12,1633,4,1,1,1,1
12,1634,2,1,1,1,1
12,1635,4,1,1,1,1
13,1711,6,1,1,1,0
13,1712,6,1,1,1,0
13,1713,6,1,1,1,0
13,1714,6,1,1,1,0
13,1715,6,1,1,1,0
13,1716,6,1,1,2,0
13,1717,6,1,1,1,0
13,1718,6,1,1,1,0
13,1719,6,1,1,1,0
13,1720,6,1,1,2,0
13,1721,6,1,1,2,0
14,1602,2,1,1,1,1
14,1603,4,1,1,1,1
14,1644,2,1,1,1,1
14,1645,4,1,1,1,1
14,1646,6,1,1,1,1
14,1647,6,1,1,1,1
14,1648,6,1,1,1,1
14,1612,2,1,1,1,1
14,1613,4,1,1,1,1
14,1620,2,1,1,1,1
14,1621,2,1,1,1,1
14,1622,4,1,1,1,1
14,1623,2,1,1,1,1
14,1624,4,1,1,1,1
14,1587,4,1,1,1,1
14,1625,2,1,1,1,1
14,1626,4,1,1,1,1
14,1627,2,1,1,1,1
14,1722,4,1,1,2,1
14,1628,4,1,1,1,1
14,1629,6,1,1,2,1
14,1630,6,1,1,1,1
14,1631,6,1,1,1,1
14,1632,2,1,1,1,1
14,1633,4,1,1,1,1
14,1653,2,1,1,1,1
14,1654,4,1,1,1,1
14,1655,6,1,1,1,1
14,1656,6,1,1,1,1
14,1657,6,1,1,1,1
14,1634,2,1,1,1,1
14,1635,4,1,1,1,1
15,1602,2,1,1,1,1
15,1603,4,1,1,1,1
15,1612,2,1,1,1,1
15,1613,4,1,1,1,1
15,1614,2,1,1,1,1
15,1615,4,1,1,1,1
15,1616,6,1,1,1,1
15,1617,6,1,1,1,1
15,1618,6,1,1,1,1
